customer_id,first_name,last_name,city,state,signup_date,loyalty_segment
BM-C01017,Sai,Patel,Delhi,Delhi,2020-12-10,Gold
BM-C01018,Ishaan,Iyer,Pune,Maharashtra,2024-02-24,Platinum
BM-C01019,Myra,Patel,Chennai,Tamil Nadu,2023-12-29,Platinum
BM-C01020,Sai,Gupta,Kolkata,West Bengal,2019-03-13,Silver
BM-C01021,Krishna,Verma,Hyderabad,Telangana,2020-10-16,Silver
BM-C01022,Vihaan,Verma,Kolkata,West Bengal,2019-07-18,Platinum
BM-C01023,Vivaan,Sharma,Jaipur,Rajasthan,2022-05-18,Bronze
BM-C01024,Krishna,Mehta,Delhi,Delhi,2020-04-27,Bronze
BM-C01025,Ishaan,Reddy,Kolkata,West Bengal,2021-02-07,Gold
BM-C01026,Arjun,Gupta,Ahmedabad,Gujarat,2023-06-25,Silver
BM-C01027,Vivaan,Patel,Mumbai,Maharashtra,2021-10-07,Platinum
BM-C01028,Navya,Iyer,Ahmedabad,Gujarat,2023-09-01,Platinum
BM-C01029,Navya,Gupta,Bengaluru,Karnataka,2024-01-10,Platinum
BM-C01030,Saanvi,Rao,Lucknow,Uttar Pradesh,2024-06-10,Gold
BM-C01031,Pari,Rao,Pune,Maharashtra,2020-12-06,Bronze
BM-C01032,Ishaan,Patel,Ahmedabad,Gujarat,2022-07-04,Gold
BM-C01033,Ishaan,Sharma,Bengaluru,Karnataka,2019-01-01,Silver
BM-C01034,Ishaan,Singh,Pune,Maharashtra,2023-07-21,Bronze
BM-C01035,Pari,Iyer,Ahmedabad,Gujarat,2019-01-29,Platinum
BM-C01036,Ira,Reddy,Chennai,Tamil Nadu,2019-01-23,Gold
BM-C01037,Saanvi,Rao,Hyderabad,Telangana,2022-09-20,Platinum
BM-C01038,Sai,Nair,Hyderabad,Telangana,2022-03-21,Silver
BM-C01039,Aditya,Nair,Chennai,Tamil Nadu,2024-04-26,Silver
BM-C01040,Ira,Iyer,Jaipur,Rajasthan,2021-06-03,Gold
BM-C01041,Reyansh,Verma,Kolkata,West Bengal,2020-07-20,Silver
BM-C01042,Vihaan,Singh,Chennai,Tamil Nadu,2024-04-03,Platinum
BM-C01043,Ira,Singh,Chennai,Tamil Nadu,2020-08-06,Gold
BM-C01044,Arjun,Sharma,Mumbai,Maharashtra,2023-07-21,Bronze
BM-C01045,Vihaan,Iyer,Bengaluru,Karnataka,2021-04-16,Silver
BM-C01046,Aarav,Reddy,Ahmedabad,Gujarat,2019-10-08,Silver
BM-C01047,Pari,Reddy,Mumbai,Maharashtra,2021-11-28,Platinum
BM-C01048,Pari,Patel,Chennai,Tamil Nadu,2022-12-11,Bronze
BM-C01049,Aditya,Gupta,Pune,Maharashtra,2019-06-24,Gold
BM-C01050,Aditya,Rao,Kolkata,West Bengal,2022-12-31,Silver
BM-C01051,Krishna,Nair,Hyderabad,Telangana,2019-02-09,Bronze
BM-C01052,Aadhya,Singh,Hyderabad,Telangana,2021-02-06,Bronze
BM-C01053,Myra,Verma,Hyderabad,Telangana,2023-06-08,Silver
BM-C01054,Aadhya,Iyer,Ahmedabad,Gujarat,2021-09-30,Silver
BM-C01055,Navya,Rao,Mumbai,Maharashtra,2020-01-15,Gold
BM-C01056,Ishaan,Reddy,Ahmedabad,Gujarat,2022-01-24,Bronze
BM-C01057,Vihaan,Reddy,Hyderabad,Telangana,2024-05-20,Platinum
BM-C01058,Aarav,Gupta,Pune,Maharashtra,2021-05-07,Bronze
BM-C01059,Ayaan,Sharma,Kolkata,West Bengal,2019-05-11,Platinum
BM-C01060,Arjun,Patel,Lucknow,Uttar Pradesh,2019-10-06,Silver
BM-C01061,Pari,Verma,Bengaluru,Karnataka,2024-11-01,Gold
BM-C01062,Vivaan,Patel,Mumbai,Maharashtra,2024-06-25,Silver
BM-C01063,Vihaan,Gupta,Jaipur,Rajasthan,2023-02-24,Silver
BM-C01064,Navya,Patel,Pune,Maharashtra,2022-09-25,Silver
BM-C01065,Aadhya,Patel,Mumbai,Maharashtra,2020-02-23,Gold
BM-C01066,Pari,Singh,Mumbai,Maharashtra,2023-10-03,Gold
BM-C01067,Pari,Reddy,Jaipur,Rajasthan,2023-10-27,Silver
BM-C01068,Diya,Patel,Jaipur,Rajasthan,2022-12-26,Gold
BM-C01069,Navya,Gupta,Lucknow,Uttar Pradesh,2019-08-02,Silver
BM-C01070,Ishaan,Iyer,Ahmedabad,Gujarat,2023-08-10,Gold
BM-C01071,Aarav,Rao,Ahmedabad,Gujarat,2022-03-23,Silver
BM-C01072,Ira,Patel,Mumbai,Maharashtra,2024-04-10,Silver
BM-C01073,Aditya,Rao,Pune,Maharashtra,2022-04-18,Silver
BM-C01074,Pari,Rao,Jaipur,Rajasthan,2020-04-23,Gold
BM-C01075,Saanvi,Patel,Pune,Maharashtra,2019-12-10,Bronze
BM-C01076,Aditya,Sharma,Jaipur,Rajasthan,2020-02-08,Silver
BM-C01077,Reyansh,Verma,Mumbai,Maharashtra,2023-02-16,Silver
BM-C01078,Vivaan,Mehta,Delhi,Delhi,2024-06-16,Platinum
BM-C01079,Anika,Mehta,Ahmedabad,Gujarat,2024-12-18,Gold
BM-C01080,Diya,Reddy,Mumbai,Maharashtra,2024-02-26,Bronze
BM-C01081,Reyansh,Singh,Mumbai,Maharashtra,2019-09-06,Platinum
BM-C01082,Diya,Rao,Mumbai,Maharashtra,2022-07-16,Gold
BM-C01083,Ira,Iyer,Mumbai,Maharashtra,2023-07-02,Bronze
BM-C01084,Ishaan,Verma,Delhi,Delhi,2020-11-01,Bronze
BM-C01085,Ayaan,Rao,Delhi,Delhi,2022-04-12,Silver
BM-C01086,Anika,Reddy,Hyderabad,Telangana,2023-11-07,Silver
BM-C01087,Navya,Nair,Jaipur,Rajasthan,2019-11-24,Gold
BM-C01088,Saanvi,Verma,Ahmedabad,Gujarat,2020-06-02,Silver
BM-C01089,Aadhya,Rao,Jaipur,Rajasthan,2021-11-14,Silver
BM-C01090,Ira,Singh,Jaipur,Rajasthan,2021-12-30,Gold
BM-C01091,Ananya,Patel,Jaipur,Rajasthan,2022-07-05,Platinum
BM-C01092,Ira,Reddy,Pune,Maharashtra,2023-10-16,Silver
BM-C01093,Navya,Iyer,Kolkata,West Bengal,2022-01-23,Platinum
BM-C01094,Aadhya,Sharma,Ahmedabad,Gujarat,2019-04-18,Gold
BM-C01095,Aarav,Rao,Lucknow,Uttar Pradesh,2020-02-24,Gold
BM-C01096,Ishaan,Reddy,Mumbai,Maharashtra,2020-10-29,Gold
BM-C01097,Krishna,Rao,Mumbai,Maharashtra,2023-05-08,Silver
BM-C01098,Vivaan,Singh,Delhi,Delhi,2022-01-09,Silver
BM-C01099,Krishna,Patel,Bengaluru,Karnataka,2023-12-14,Silver
BM-C01100,Krishna,Iyer,Hyderabad,Telangana,2019-10-13,Platinum
BM-C01101,Reyansh,Verma,Lucknow,Uttar Pradesh,2021-10-05,Platinum
BM-C01102,Pari,Mehta,Bengaluru,Karnataka,2019-10-24,Gold
BM-C01103,Riya,Nair,Mumbai,Maharashtra,2019-09-01,Bronze
BM-C01104,Diya,Nair,Pune,Maharashtra,2022-07-18,Bronze
BM-C01105,Ira,Sharma,Hyderabad,Telangana,2024-05-23,Platinum
BM-C01106,Ishaan,Rao,Mumbai,Maharashtra,2019-05-08,Gold
BM-C01107,Riya,Gupta,Jaipur,Rajasthan,2021-10-12,Silver
BM-C01108,Vivaan,Nair,Bengaluru,Karnataka,2022-10-16,Bronze
BM-C01109,Saanvi,Iyer,Hyderabad,Telangana,2022-05-10,Silver
BM-C01110,Ananya,Verma,Bengaluru,Karnataka,2023-01-18,Bronze
BM-C01111,Aadhya,Iyer,Jaipur,Rajasthan,2019-09-22,Platinum
BM-C01112,Saanvi,Gupta,Jaipur,Rajasthan,2020-02-24,Platinum
BM-C01113,Reyansh,Singh,Jaipur,Rajasthan,2022-05-13,Silver
BM-C01114,Ira,Rao,Jaipur,Rajasthan,2021-02-04,Silver
BM-C01115,Krishna,Nair,Delhi,Delhi,2021-10-01,Bronze
BM-C01116,Saanvi,Nair,Delhi,Delhi,2022-02-08,Gold
BM-C01117,Ananya,Patel,Hyderabad,Telangana,2024-01-20,Bronze
BM-C01118,Sai,Patel,Chennai,Tamil Nadu,2024-03-29,Platinum
BM-C01119,Arjun,Singh,Lucknow,Uttar Pradesh,2019-05-20,Silver
BM-C01120,Diya,Gupta,Hyderabad,Telangana,2019-09-24,Bronze
BM-C01121,Ayaan,Mehta,Mumbai,Maharashtra,2020-04-03,Gold
BM-C01122,Ananya,Verma,Mumbai,Maharashtra,2021-08-05,Platinum
BM-C01123,Aarav,Patel,Ahmedabad,Gujarat,2020-10-11,Silver
BM-C01124,Navya,Rao,Hyderabad,Telangana,2021-03-14,Platinum
BM-C01125,Arjun,Sharma,Lucknow,Uttar Pradesh,2022-03-16,Bronze
BM-C01126,Sai,Sharma,Chennai,Tamil Nadu,2021-06-01,Silver
BM-C01127,Krishna,Sharma,Lucknow,Uttar Pradesh,2022-12-15,Bronze
BM-C01128,Aadhya,Iyer,Delhi,Delhi,2024-08-21,Gold
BM-C01129,Aarav,Iyer,Delhi,Delhi,2024-07-10,Platinum
BM-C01130,Aadhya,Rao,Hyderabad,Telangana,2019-11-06,Gold
BM-C01131,Ira,Rao,Ahmedabad,Gujarat,2019-10-01,Silver
BM-C01132,Anika,Singh,Hyderabad,Telangana,2023-10-08,Bronze
BM-C01133,Ayaan,Rao,Mumbai,Maharashtra,2021-08-05,Gold
BM-C01134,Aadhya,Gupta,Ahmedabad,Gujarat,2019-02-27,Gold
BM-C01135,Diya,Iyer,Pune,Maharashtra,2021-01-03,Gold
BM-C01136,Krishna,Nair,Mumbai,Maharashtra,2019-04-02,Gold
BM-C01137,Arjun,Patel,Hyderabad,Telangana,2022-05-05,Silver
BM-C01138,Aadhya,Rao,Delhi,Delhi,2024-10-07,Silver
BM-C01139,Ayaan,Mehta,Kolkata,West Bengal,2020-04-19,Platinum
BM-C01140,Ira,Patel,Chennai,Tamil Nadu,2022-10-27,Silver
BM-C01141,Arjun,Mehta,Hyderabad,Telangana,2023-08-09,Silver
BM-C01142,Ishaan,Rao,Bengaluru,Karnataka,2020-02-25,Platinum
BM-C01143,Riya,Gupta,Bengaluru,Karnataka,2021-09-13,Bronze
BM-C01144,Navya,Verma,Jaipur,Rajasthan,2020-07-26,Gold
BM-C01145,Aarav,Patel,Bengaluru,Karnataka,2022-07-10,Platinum
BM-C01146,Myra,Iyer,Chennai,Tamil Nadu,2020-04-17,Silver
BM-C01147,Arjun,Gupta,Delhi,Delhi,2019-03-23,Gold
BM-C01148,Riya,Mehta,Lucknow,Uttar Pradesh,2020-12-18,Silver
BM-C01149,Aarav,Patel,Hyderabad,Telangana,2019-09-04,Platinum
BM-C01150,Anika,Mehta,Bengaluru,Karnataka,2022-12-27,Gold
BM-C01151,Aadhya,Singh,Bengaluru,Karnataka,2023-01-12,Silver
BM-C01152,Reyansh,Reddy,Bengaluru,Karnataka,2019-04-11,Platinum
BM-C01153,Krishna,Nair,Mumbai,Maharashtra,2020-11-22,Silver
BM-C01154,Aditya,Gupta,Hyderabad,Telangana,2022-09-26,Platinum
BM-C01155,Myra,Reddy,Pune,Maharashtra,2022-08-21,Platinum
BM-C01156,Ira,Nair,Mumbai,Maharashtra,2021-08-30,Platinum
BM-C01157,Riya,Mehta,Lucknow,Uttar Pradesh,2023-07-24,Bronze
BM-C01158,Vihaan,Singh,Jaipur,Rajasthan,2022-11-20,Bronze
BM-C01159,Anika,Rao,Hyderabad,Telangana,2022-05-14,Bronze
BM-C01160,Aadhya,Rao,Jaipur,Rajasthan,2024-05-13,Bronze
BM-C01161,Ishaan,Singh,Hyderabad,Telangana,2022-05-21,Gold
BM-C01162,Myra,Gupta,Chennai,Tamil Nadu,2022-08-05,Gold
BM-C01163,Vivaan,Rao,Lucknow,Uttar Pradesh,2020-03-17,Platinum
BM-C01164,Aditya,Rao,Ahmedabad,Gujarat,2019-12-18,Silver
BM-C01165,Navya,Gupta,Lucknow,Uttar Pradesh,2022-05-06,Platinum
BM-C01166,Myra,Sharma,Pune,Maharashtra,2020-07-09,Platinum
BM-C01167,Reyansh,Singh,Lucknow,Uttar Pradesh,2019-10-08,Gold
BM-C01168,Sai,Verma,Pune,Maharashtra,2019-10-11,Bronze
BM-C01169,Diya,Verma,Ahmedabad,Gujarat,2023-06-16,Platinum
BM-C01170,Ira,Gupta,Jaipur,Rajasthan,2022-03-22,Platinum
BM-C01171,Sai,Patel,Mumbai,Maharashtra,2023-10-23,Silver
BM-C01172,Arjun,Gupta,Bengaluru,Karnataka,2019-06-09,Platinum
BM-C01173,Ishaan,Singh,Chennai,Tamil Nadu,2021-06-16,Silver
BM-C01174,Arjun,Reddy,Delhi,Delhi,2019-01-11,Gold
BM-C01175,Myra,Singh,Mumbai,Maharashtra,2023-03-30,Bronze
BM-C01176,Pari,Reddy,Lucknow,Uttar Pradesh,2020-11-04,Platinum
BM-C01177,Saanvi,Singh,Ahmedabad,Gujarat,2019-09-04,Bronze
BM-C01178,Navya,Iyer,Hyderabad,Telangana,2024-04-09,Silver
BM-C01179,Sai,Gupta,Mumbai,Maharashtra,2019-06-21,Gold
BM-C01180,Arjun,Sharma,Mumbai,Maharashtra,2024-09-03,Gold
BM-C01181,Aditya,Sharma,Pune,Maharashtra,2019-12-05,Platinum
BM-C01182,Sai,Iyer,Bengaluru,Karnataka,2024-03-13,Silver
BM-C01183,Riya,Patel,Ahmedabad,Gujarat,2019-04-22,Bronze
BM-C01184,Ananya,Patel,Chennai,Tamil Nadu,2022-03-23,Bronze
BM-C01185,Navya,Verma,Kolkata,West Bengal,2021-06-28,Platinum
BM-C01186,Vihaan,Iyer,Bengaluru,Karnataka,2021-10-19,Platinum
BM-C01187,Reyansh,Reddy,Jaipur,Rajasthan,2024-03-16,Bronze
BM-C01188,Riya,Rao,Delhi,Delhi,2019-09-30,Platinum
BM-C01189,Ishaan,Nair,Lucknow,Uttar Pradesh,2024-03-06,Gold
BM-C01190,Anika,Mehta,Chennai,Tamil Nadu,2024-04-20,Gold
BM-C01191,Ira,Mehta,Bengaluru,Karnataka,2023-03-23,Platinum
BM-C01192,Sai,Mehta,Ahmedabad,Gujarat,2020-12-24,Gold
BM-C01193,Aarav,Verma,Hyderabad,Telangana,2019-03-16,Platinum
BM-C01194,Reyansh,Mehta,Delhi,Delhi,2022-07-12,Platinum
BM-C01195,Ananya,Patel,Mumbai,Maharashtra,2023-10-08,Silver
BM-C01196,Reyansh,Iyer,Mumbai,Maharashtra,2021-03-01,Bronze
BM-C01197,Ishaan,Rao,Chennai,Tamil Nadu,2023-09-05,Gold
BM-C01198,Vihaan,Patel,Mumbai,Maharashtra,2021-11-26,Platinum
BM-C01199,Ira,Sharma,Lucknow,Uttar Pradesh,2020-06-29,Silver
BM-C01200,Ananya,Singh,Pune,Maharashtra,2023-01-14,Bronze
BM-C01201,Pari,Gupta,Bengaluru,Karnataka,2024-05-02,Platinum
BM-C01202,Ananya,Singh,Jaipur,Rajasthan,2022-07-10,Bronze
BM-C01203,Ishaan,Mehta,Jaipur,Rajasthan,2024-10-08,Gold
BM-C01204,Navya,Sharma,Jaipur,Rajasthan,2020-10-09,Gold
BM-C01205,Aditya,Gupta,Pune,Maharashtra,2021-05-21,Bronze
BM-C01206,Aadhya,Rao,Pune,Maharashtra,2020-05-30,Platinum
BM-C01207,Ira,Verma,Bengaluru,Karnataka,2021-08-15,Gold
BM-C01208,Krishna,Nair,Mumbai,Maharashtra,2019-09-27,Platinum
BM-C01209,Diya,Singh,Hyderabad,Telangana,2021-07-29,Silver
BM-C01210,Ishaan,Gupta,Jaipur,Rajasthan,2019-12-15,Gold
BM-C01211,Reyansh,Verma,Mumbai,Maharashtra,2022-10-10,Bronze
BM-C01212,Anika,Gupta,Ahmedabad,Gujarat,2020-08-13,Gold
BM-C01213,Anika,Iyer,Ahmedabad,Gujarat,2021-10-14,Silver
BM-C01214,Anika,Gupta,Delhi,Delhi,2020-09-29,Bronze
BM-C01215,Aadhya,Rao,Ahmedabad,Gujarat,2019-12-26,Bronze
BM-C01216,Vivaan,Mehta,Chennai,Tamil Nadu,2019-09-28,Gold
BM-C01217,Vivaan,Verma,Ahmedabad,Gujarat,2023-06-06,Gold
BM-C01218,Riya,Iyer,Mumbai,Maharashtra,2024-06-07,Silver
BM-C01219,Reyansh,Reddy,Pune,Maharashtra,2021-06-09,Gold
BM-C01220,Ananya,Singh,Jaipur,Rajasthan,2024-09-16,Bronze
BM-C01221,Arjun,Gupta,Chennai,Tamil Nadu,2021-04-30,Bronze
BM-C01222,Ira,Rao,Mumbai,Maharashtra,2023-05-17,Bronze
BM-C01223,Navya,Patel,Hyderabad,Telangana,2023-09-03,Gold
BM-C01224,Arjun,Iyer,Chennai,Tamil Nadu,2023-11-19,Silver
BM-C01225,Aditya,Iyer,Bengaluru,Karnataka,2024-03-20,Gold
BM-C01226,Myra,Sharma,Jaipur,Rajasthan,2020-02-09,Bronze
BM-C01227,Vivaan,Verma,Ahmedabad,Gujarat,2022-04-06,Bronze
BM-C01228,Saanvi,Nair,Delhi,Delhi,2020-07-10,Platinum
BM-C01229,Diya,Iyer,Lucknow,Uttar Pradesh,2021-10-29,Silver
BM-C01230,Aditya,Singh,Jaipur,Rajasthan,2023-10-31,Silver
BM-C01231,Myra,Verma,Delhi,Delhi,2022-11-16,Gold
BM-C01232,Pari,Reddy,Ahmedabad,Gujarat,2020-11-26,Silver
BM-C01233,Krishna,Patel,Lucknow,Uttar Pradesh,2022-05-03,Silver
BM-C01234,Ananya,Singh,Pune,Maharashtra,2023-02-23,Bronze
BM-C01235,Pari,Verma,Delhi,Delhi,2021-12-27,Platinum
BM-C01236,Sai,Iyer,Ahmedabad,Gujarat,2021-12-19,Silver
BM-C01237,Vihaan,Nair,Jaipur,Rajasthan,2019-11-29,Gold
BM-C01238,Aditya,Iyer,Jaipur,Rajasthan,2023-07-14,Platinum
BM-C01239,Riya,Nair,Kolkata,West Bengal,2021-01-11,Silver
BM-C01240,Sai,Singh,Jaipur,Rajasthan,2022-04-07,Bronze
BM-C01241,Reyansh,Mehta,Pune,Maharashtra,2022-09-01,Platinum
BM-C01242,Ananya,Rao,Lucknow,Uttar Pradesh,2024-11-26,Silver
BM-C01243,Aditya,Mehta,Bengaluru,Karnataka,2023-02-20,Bronze
BM-C01244,Ira,Singh,Lucknow,Uttar Pradesh,2021-10-07,Bronze
BM-C01245,Sai,Iyer,Ahmedabad,Gujarat,2022-06-14,Bronze
BM-C01246,Vihaan,Mehta,Lucknow,Uttar Pradesh,2022-03-23,Gold
BM-C01247,Vivaan,Verma,Ahmedabad,Gujarat,2020-11-07,Silver
BM-C01248,Aarav,Gupta,Lucknow,Uttar Pradesh,2024-08-15,Silver
BM-C01249,Navya,Iyer,Ahmedabad,Gujarat,2022-04-26,Platinum
BM-C01250,Reyansh,Patel,Hyderabad,Telangana,2021-07-20,Gold
BM-C01251,Diya,Verma,Kolkata,West Bengal,2023-12-16,Bronze
BM-C01252,Anika,Nair,Lucknow,Uttar Pradesh,2020-02-01,Gold
BM-C01253,Diya,Rao,Mumbai,Maharashtra,2019-06-15,Bronze
BM-C01254,Diya,Verma,Jaipur,Rajasthan,2021-05-26,Bronze
BM-C01255,Saanvi,Mehta,Hyderabad,Telangana,2022-05-09,Gold
BM-C01256,Aadhya,Nair,Kolkata,West Bengal,2022-09-14,Silver
BM-C01257,Pari,Gupta,Bengaluru,Karnataka,2020-08-07,Platinum
BM-C01258,Saanvi,Gupta,Pune,Maharashtra,2021-06-15,Silver
BM-C01259,Aarav,Verma,Bengaluru,Karnataka,2024-07-07,Bronze
BM-C01260,Pari,Nair,Bengaluru,Karnataka,2020-02-26,Bronze
BM-C01261,Saanvi,Singh,Bengaluru,Karnataka,2024-11-30,Platinum
BM-C01262,Sai,Singh,Lucknow,Uttar Pradesh,2023-05-02,Platinum
BM-C01263,Myra,Nair,Jaipur,Rajasthan,2022-01-08,Silver
BM-C01264,Saanvi,Mehta,Bengaluru,Karnataka,2019-01-24,Platinum
BM-C01265,Anika,Iyer,Hyderabad,Telangana,2022-06-30,Gold
BM-C01266,Vivaan,Mehta,Mumbai,Maharashtra,2023-02-10,Gold
BM-C01267,Riya,Singh,Delhi,Delhi,2024-11-15,Bronze
BM-C01268,Anika,Iyer,Bengaluru,Karnataka,2022-12-15,Bronze
BM-C01269,Ira,Verma,Jaipur,Rajasthan,2021-01-31,Platinum
BM-C01270,Navya,Mehta,Delhi,Delhi,2021-08-28,Bronze
BM-C01271,Navya,Sharma,Pune,Maharashtra,2022-12-27,Platinum
BM-C01272,Pari,Mehta,Jaipur,Rajasthan,2021-10-26,Platinum
BM-C01273,Ishaan,Iyer,Pune,Maharashtra,2020-06-04,Bronze
BM-C01274,Ishaan,Mehta,Lucknow,Uttar Pradesh,2021-03-20,Bronze
BM-C01275,Riya,Gupta,Ahmedabad,Gujarat,2023-11-15,Bronze
BM-C01276,Ira,Sharma,Chennai,Tamil Nadu,2021-06-10,Platinum
BM-C01277,Arjun,Rao,Delhi,Delhi,2019-08-27,Gold
BM-C01278,Arjun,Mehta,Chennai,Tamil Nadu,2021-05-22,Gold
BM-C01279,Aarav,Verma,Chennai,Tamil Nadu,2024-02-20,Silver
BM-C01280,Arjun,Singh,Lucknow,Uttar Pradesh,2022-02-22,Silver
BM-C01281,Ayaan,Singh,Chennai,Tamil Nadu,2020-07-15,Bronze
BM-C01282,Aditya,Gupta,Pune,Maharashtra,2024-01-25,Silver
BM-C01283,Saanvi,Nair,Ahmedabad,Gujarat,2021-01-09,Platinum
BM-C01284,Reyansh,Mehta,Bengaluru,Karnataka,2021-12-08,Bronze
BM-C01285,Vihaan,Sharma,Chennai,Tamil Nadu,2020-06-04,Platinum
BM-C01286,Pari,Iyer,Kolkata,West Bengal,2023-01-19,Silver
BM-C01287,Aadhya,Singh,Kolkata,West Bengal,2021-03-26,Silver
BM-C01288,Saanvi,Sharma,Jaipur,Rajasthan,2021-06-16,Platinum
BM-C01289,Ananya,Rao,Kolkata,West Bengal,2024-10-22,Bronze
BM-C01290,Navya,Patel,Delhi,Delhi,2022-09-03,Gold
BM-C01291,Krishna,Iyer,Pune,Maharashtra,2019-11-02,Gold
BM-C01292,Aadhya,Singh,Lucknow,Uttar Pradesh,2024-09-29,Silver
BM-C01293,Reyansh,Rao,Lucknow,Uttar Pradesh,2021-11-14,Silver
BM-C01294,Navya,Sharma,Pune,Maharashtra,2024-09-21,Bronze
BM-C01295,Aarav,Nair,Delhi,Delhi,2019-10-31,Bronze
BM-C01296,Diya,Reddy,Ahmedabad,Gujarat,2021-05-30,Gold
BM-C01297,Vivaan,Sharma,Hyderabad,Telangana,2024-04-08,Bronze
BM-C01298,Ira,Reddy,Mumbai,Maharashtra,2024-02-06,Bronze
BM-C01299,Aditya,Mehta,Delhi,Delhi,2020-02-08,Platinum
BM-C01300,Sai,Verma,Lucknow,Uttar Pradesh,2024-12-01,Silver
BM-C01301,Ishaan,Singh,Chennai,Tamil Nadu,2024-08-14,Bronze
BM-C01302,Krishna,Nair,Ahmedabad,Gujarat,2024-11-20,Gold
BM-C01303,Sai,Verma,Chennai,Tamil Nadu,2021-05-11,Bronze
BM-C01304,Aadhya,Patel,Kolkata,West Bengal,2019-07-06,Gold
BM-C01305,Sai,Singh,Chennai,Tamil Nadu,2019-08-04,Platinum
BM-C01306,Ira,Nair,Hyderabad,Telangana,2020-07-08,Platinum
BM-C01307,Arjun,Rao,Delhi,Delhi,2022-09-01,Silver
BM-C01308,Vihaan,Singh,Lucknow,Uttar Pradesh,2021-03-15,Bronze
BM-C01309,Aditya,Verma,Mumbai,Maharashtra,2023-11-11,Gold
BM-C01310,Aarav,Singh,Ahmedabad,Gujarat,2020-04-07,Bronze
BM-C01311,Aadhya,Iyer,Mumbai,Maharashtra,2020-04-16,Gold
BM-C01312,Riya,Sharma,Kolkata,West Bengal,2023-05-21,Platinum
BM-C01313,Saanvi,Nair,Ahmedabad,Gujarat,2019-08-06,Silver
BM-C01314,Aadhya,Singh,Mumbai,Maharashtra,2020-01-12,Gold
BM-C01315,Ishaan,Nair,Pune,Maharashtra,2019-06-21,Bronze
BM-C01316,Navya,Patel,Pune,Maharashtra,2019-09-07,Platinum
BM-C01317,Reyansh,Gupta,Chennai,Tamil Nadu,2023-09-19,Bronze
BM-C01318,Reyansh,Iyer,Kolkata,West Bengal,2024-12-02,Platinum
BM-C01319,Diya,Singh,Delhi,Delhi,2019-09-21,Platinum
BM-C01320,Arjun,Sharma,Hyderabad,Telangana,2020-08-22,Bronze
BM-C01321,Ayaan,Singh,Lucknow,Uttar Pradesh,2022-04-22,Bronze
BM-C01322,Ishaan,Singh,Jaipur,Rajasthan,2023-07-17,Platinum
BM-C01323,Vivaan,Patel,Mumbai,Maharashtra,2019-06-24,Gold
BM-C01324,Aadhya,Verma,Mumbai,Maharashtra,2020-10-19,Platinum
BM-C01325,Arjun,Mehta,Jaipur,Rajasthan,2020-12-24,Bronze
BM-C01326,Arjun,Singh,Mumbai,Maharashtra,2024-07-24,Bronze
BM-C01327,Ira,Sharma,Ahmedabad,Gujarat,2021-01-23,Silver
BM-C01328,Sai,Sharma,Mumbai,Maharashtra,2021-08-12,Bronze
BM-C01329,Ira,Gupta,Ahmedabad,Gujarat,2024-01-11,Bronze
BM-C01330,Vihaan,Singh,Delhi,Delhi,2024-01-23,Silver
BM-C01331,Reyansh,Nair,Delhi,Delhi,2021-11-14,Platinum
BM-C01332,Vihaan,Mehta,Pune,Maharashtra,2023-08-24,Silver
BM-C01333,Reyansh,Sharma,Pune,Maharashtra,2024-01-17,Silver
BM-C01334,Aditya,Verma,Pune,Maharashtra,2021-04-30,Silver
BM-C01335,Sai,Patel,Kolkata,West Bengal,2023-09-16,Silver
BM-C01336,Ayaan,Mehta,Ahmedabad,Gujarat,2019-05-07,Silver
BM-C01337,Ira,Nair,Delhi,Delhi,2020-05-05,Bronze
BM-C01338,Aditya,Sharma,Ahmedabad,Gujarat,2019-01-23,Silver
BM-C01339,Riya,Iyer,Delhi,Delhi,2022-07-17,Platinum
BM-C01340,Reyansh,Gupta,Bengaluru,Karnataka,2024-06-10,Gold
BM-C01341,Myra,Nair,Jaipur,Rajasthan,2021-01-13,Silver
BM-C01342,Vivaan,Mehta,Lucknow,Uttar Pradesh,2020-07-13,Platinum
BM-C01343,Aditya,Iyer,Lucknow,Uttar Pradesh,2021-12-16,Platinum
BM-C01344,Navya,Reddy,Mumbai,Maharashtra,2020-08-19,Bronze
BM-C01345,Vihaan,Mehta,Jaipur,Rajasthan,2022-01-29,Silver
BM-C01346,Reyansh,Iyer,Ahmedabad,Gujarat,2019-06-14,Silver
BM-C01347,Arjun,Singh,Delhi,Delhi,2023-03-26,Silver
BM-C01348,Vivaan,Sharma,Bengaluru,Karnataka,2024-06-26,Gold
BM-C01349,Reyansh,Nair,Chennai,Tamil Nadu,2021-02-20,Gold
BM-C01350,Myra,Sharma,Lucknow,Uttar Pradesh,2019-11-21,Bronze
BM-C01351,Sai,Gupta,Jaipur,Rajasthan,2019-04-01,Platinum
BM-C01352,Vihaan,Verma,Jaipur,Rajasthan,2021-01-01,Platinum
BM-C01353,Riya,Patel,Lucknow,Uttar Pradesh,2022-07-25,Silver
BM-C01354,Ayaan,Verma,Pune,Maharashtra,2021-10-10,Silver
BM-C01355,Ayaan,Nair,Delhi,Delhi,2020-09-13,Platinum
BM-C01356,Aditya,Singh,Hyderabad,Telangana,2023-12-23,Platinum
BM-C01357,Saanvi,Gupta,Mumbai,Maharashtra,2020-11-02,Platinum
BM-C01358,Aadhya,Patel,Bengaluru,Karnataka,2020-02-28,Platinum
